,score_home,score_away,spread_favorite,spread_covered,over_under_line,over_under_result,home_team_fav,home_win%,home_team_ppg,home_team_oppg,home_p_diff,away_win%,away_team_ppg,away_team_oppg,away_p_diff,home_win_exp,away_win_exp
2346,37,36,-2.5,0,41.0,1,1,0.462,21.38,18.77,2.61,0.6920000000000001,26.46,18.69,7.77,0.673,0.879
2347,27,24,-7.0,0,43.5,1,1,0.769,27.85,19.92,7.93,0.6920000000000001,20.31,16.69,3.62,0.875,0.743
2348,7,24,-6.5,0,39.0,0,1,0.385,19.23,23.15,-3.92,0.077,14.62,27.38,-12.76,0.261,0.029
2349,13,16,-14.0,0,43.5,0,0,0.077,11.23,27.77,-16.54,0.462,23.92,21.0,2.92,0.007,0.678
2350,27,24,-4.5,0,43.0,1,1,0.462,22.54,24.85,-2.31,0.5379999999999999,22.46,23.54,-1.08,0.362,0.433
2351,12,45,-3.0,1,43.5,1,0,0.308,18.0,19.31,-1.31,0.5379999999999999,26.23,25.38,0.85,0.406,0.549
2352,17,42,-2.0,0,48.0,1,1,0.5,22.86,24.79,-1.93,0.7859999999999999,27.79,20.21,7.58,0.385,0.864
2353,31,10,-16.0,1,43.5,0,1,0.643,24.07,20.14,3.93,0.071,11.36,26.93,-15.57,0.734,0.009
2354,31,3,-8.0,1,40.0,0,1,0.5,22.29,22.29,0.0,0.35700000000000004,16.07,20.57,-4.5,0.5,0.209
2355,17,10,-13.0,0,39.5,0,1,0.643,20.57,17.43,3.14,0.214,17.14,27.36,-10.22,0.712,0.065
2356,23,9,-3.0,1,37.0,0,1,0.214,14.21,24.93,-10.72,0.35700000000000004,12.5,23.93,-11.43,0.043,0.029
2357,48,10,-13.5,1,43.5,1,1,0.643,27.14,20.0,7.14,0.35700000000000004,18.36,23.21,-4.85,0.854,0.212
2358,15,29,-3.0,0,40.5,1,1,1.0,28.14,17.71,10.43,0.5,20.14,15.79,4.35,0.934,0.787
2359,20,27,-2.0,0,47.0,0,1,0.5,22.57,23.79,-1.22,0.5,23.36,20.43,2.93,0.425,0.681
2360,35,7,-9.0,1,44.5,0,1,0.643,26.07,17.43,8.64,0.5,19.0,23.0,-4.0,0.907,0.255
2361,17,20,-14.0,0,48.5,0,1,0.929,34.5,21.29,13.21,0.14300000000000002,15.29,25.93,-10.64,0.948,0.05
2362,9,41,-8.5,0,43.0,1,1,0.5710000000000001,27.57,24.43,3.14,0.429,17.93,20.64,-2.71,0.672,0.316
2363,30,27,-7.0,0,43.0,1,1,0.7140000000000001,28.5,20.43,8.07,0.5710000000000001,19.64,17.86,1.78,0.875,0.626
2364,23,20,-3.0,1,43.0,0,1,0.5,22.5,20.0,2.5,0.5710000000000001,25.0,16.07,8.93,0.66,0.921
2365,20,6,-14.0,1,41.0,0,1,0.429,20.14,19.21,0.93,0.14300000000000002,16.64,31.21,-14.57,0.565,0.025
2366,0,17,-7.0,1,42.0,0,0,0.28600000000000003,17.57,21.14,-3.57,0.643,22.86,17.86,5.0,0.266,0.798
2367,36,30,-8.5,0,42.0,1,0,0.35700000000000004,18.14,23.0,-4.86,0.7859999999999999,28.29,19.21,9.08,0.21,0.904
2368,7,33,-3.0,0,44.0,0,1,0.667,24.53,19.47,5.06,0.667,28.53,19.33,9.2,0.788,0.905
2369,30,7,-8.0,1,32.0,1,1,0.33299999999999996,15.2,21.27,-6.07,0.9329999999999999,27.27,18.47,8.8,0.14,0.903
2370,23,10,-10.0,1,41.0,0,1,0.467,19.47,19.87,-0.4,0.867,33.33,21.2,12.13,0.472,0.938
2371,23,17,-2.0,1,35.0,1,1,0.267,14.8,23.87,-9.07,0.467,18.2,23.8,-5.6,0.068,0.182
2372,24,0,-3.0,1,47.0,0,1,0.667,22.47,16.67,5.8,0.733,28.6,20.87,7.73,0.838,0.863
2373,24,44,-10.0,0,38.0,1,1,0.5329999999999999,20.13,18.67,1.46,0.2,16.67,26.67,-10.0,0.602,0.066
2374,23,37,-4.5,1,44.5,1,0,0.133,15.93,30.47,-14.54,0.4,19.33,23.47,-4.14,0.023,0.251
2375,34,27,-7.5,0,47.0,1,1,0.5329999999999999,23.6,20.4,3.2,0.667,26.67,16.73,9.94,0.696,0.933
2376,24,30,-3.0,1,46.0,1,0,0.467,22.4,24.0,-1.6,0.5329999999999999,22.53,20.0,2.53,0.402,0.662
2377,44,7,-8.0,1,48.0,1,1,0.733,28.4,20.33,8.07,0.5329999999999999,26.33,25.53,0.8,0.875,0.546
2378,37,0,-10.0,1,33.5,1,1,0.5329999999999999,20.73,15.73,5.0,0.667,20.33,16.93,3.4,0.816,0.73
2379,13,21,-10.0,0,39.0,0,0,0.33299999999999996,12.27,23.87,-11.6,0.5329999999999999,24.67,16.53,8.14,0.027,0.903
2380,23,20,-3.0,1,39.0,1,1,0.8,28.73,20.0,8.73,0.267,16.4,20.87,-4.47,0.892,0.213
2381,13,17,-6.0,0,45.0,0,0,0.33299999999999996,17.8,24.87,-7.07,0.467,22.47,25.93,-3.46,0.132,0.303
2382,6,28,-7.0,1,39.5,0,0,0.067,11.27,27.2,-15.93,0.467,20.13,18.33,1.8,0.008,0.625
2383,10,20,-3.0,1,41.5,0,0,0.2,15.6,25.33,-9.73,0.5329999999999999,22.87,21.0,1.87,0.063,0.619
2384,41,7,-7.0,1,43.5,1,1,0.0,9.0,15.0,-6.0,1.0,17.0,13.0,4.0,0.081,0.797
2385,7,20,-4.0,0,37.5,0,1,0.0,18.0,31.0,-13.0,1.0,17.0,14.0,3.0,0.04,0.731
2386,15,10,-3.0,0,39.5,0,0,0.0,24.0,38.0,-14.0,1.0,10.0,9.0,1.0,0.055,0.614
2387,14,16,-3.0,0,38.0,0,1,0.0,14.0,17.0,-3.0,1.0,21.0,14.0,7.0,0.269,0.897
2388,20,27,-7.0,0,41.5,1,1,0.0,7.0,13.0,-6.0,1.0,19.0,14.0,5.0,0.058,0.832
2389,31,14,-3.5,1,41.0,1,1,0.0,17.0,24.0,-7.0,1.0,31.0,6.0,25.0,0.128,1.0
2390,32,35,-6.5,0,41.0,1,0,0.0,14.0,19.0,-5.0,0.0,20.0,27.0,-7.0,0.168,0.15
2391,34,7,-13.0,1,43.0,0,1,1.0,27.0,20.0,7.0,0.0,10.0,15.0,-5.0,0.85,0.124
2392,38,14,-4.0,1,48.5,1,1,0.0,24.0,34.0,-10.0,1.0,31.0,18.0,13.0,0.107,0.96
2393,10,14,-6.0,0,41.0,0,1,0.0,9.0,14.0,-5.0,1.0,15.0,10.0,5.0,0.111,0.876
2394,28,14,-3.0,0,39.5,1,0,0.0,9.0,10.0,-1.0,1.0,38.0,24.0,14.0,0.386,0.945
2395,16,14,-3.0,0,37.5,0,1,0.0,13.0,38.0,-25.0,0.0,13.0,17.0,-4.0,0.002,0.203
2396,38,13,-7.0,1,45.0,1,1,0.0,14.0,21.0,-7.0,1.0,24.0,17.0,7.0,0.103,0.872
2397,11,19,-6.0,0,37.0,0,1,1.0,38.0,13.0,25.0,1.0,15.0,9.0,6.0,0.998,0.919
2398,27,30,-3.0,1,42.5,1,0,1.0,13.0,7.0,6.0,1.0,34.0,24.0,10.0,0.942,0.893
2399,22,25,-5.0,0,43.5,1,0,0.0,6.0,31.0,-25.0,1.0,14.0,9.0,5.0,0.0,0.889
2400,24,23,-5.5,0,39.0,1,1,0.5,12.0,27.0,-15.0,0.5,14.5,26.0,-11.5,0.011,0.038
2401,24,17,-12.5,0,36.5,1,1,0.5,10.0,12.0,-2.0,0.0,14.0,16.5,-2.5,0.3,0.301
2402,7,20,-3.5,1,37.0,0,0,0.0,12.5,25.5,-13.0,0.5,19.5,24.0,-4.5,0.02,0.236
2403,13,27,-6.0,1,47.0,0,0,0.5,24.0,19.0,5.0,0.5,31.0,24.0,7.0,0.789,0.823
2404,13,27,-2.5,0,47.5,0,1,1.0,32.0,25.5,6.5,0.0,13.5,20.0,-6.5,0.799,0.112
2405,3,28,-3.0,1,45.0,0,0,0.5,18.5,27.5,-9.0,0.5,27.5,29.5,-2.0,0.093,0.395
2406,31,10,-3.0,0,38.0,1,0,1.0,18.5,14.0,4.5,0.0,14.0,28.0,-14.0,0.811,0.02
2407,23,31,-2.5,0,36.0,1,1,1.0,14.5,10.0,4.5,0.5,18.5,12.0,6.5,0.856,0.902
2408,24,10,-13.0,1,43.0,0,1,0.0,9.5,14.0,-4.5,0.0,23.0,27.0,-4.0,0.137,0.281
2409,38,30,-14.5,0,43.0,1,1,0.5,26.0,26.0,0.0,0.0,8.5,24.5,-16.0,0.5,0.004
2410,24,27,-3.0,0,49.5,1,1,1.0,19.5,15.5,4.0,0.5,25.0,11.0,14.0,0.773,0.988
2411,10,29,-3.0,0,43.5,0,1,0.5,22.5,28.0,-5.5,0.5,24.5,16.0,8.5,0.216,0.914
2412,27,20,-4.0,0,44.0,1,0,0.5,22.5,18.5,4.0,0.5,26.0,17.0,9.0,0.748,0.917
2413,30,16,-5.0,0,39.0,1,0,0.0,13.5,16.5,-3.0,0.5,20.0,18.5,1.5,0.264,0.605
2414,13,38,-3.0,1,33.0,1,0,1.0,18.5,10.5,8.0,1.0,17.0,10.0,7.0,0.946,0.932
2415,20,17,-3.0,0,46.5,0,0,1.0,23.0,17.0,6.0,1.0,30.5,13.5,17.0,0.842,0.99
2416,16,14,-7.0,0,42.5,0,1,0.667,25.67,15.33,10.34,0.0,12.67,29.0,-16.33,0.946,0.01
2417,14,38,-6.0,1,37.0,1,0,0.0,15.67,29.0,-13.33,0.667,22.67,15.67,7.0,0.029,0.883
2418,23,20,-2.5,0,37.0,1,0,0.0,15.0,19.0,-4.0,0.667,19.67,18.33,1.34,0.223,0.595
2419,28,26,-14.5,0,46.0,1,1,0.667,26.0,15.67,10.33,0.0,18.67,26.0,-7.33,0.944,0.132
2420,31,28,-7.0,0,46.0,1,0,0.33299999999999996,13.33,27.67,-14.34,0.667,29.67,20.33,9.34,0.017,0.902
2421,16,14,-12.5,0,44.0,0,1,0.667,21.0,19.33,1.67,0.0,10.67,23.67,-13.0,0.613,0.014
2422,17,3,-3.5,1,44.0,0,1,0.33299999999999996,18.33,28.33,-10.0,1.0,22.0,17.0,5.0,0.075,0.805
2423,24,31,-3.5,1,44.0,1,0,0.33299999999999996,17.33,25.33,-8.0,0.667,25.67,26.0,-0.33,0.106,0.481
2424,12,17,-5.0,0,43.5,0,1,0.667,27.67,20.67,7.0,0.33299999999999996,18.67,22.33,-3.66,0.845,0.269
2425,14,17,-2.5,0,34.5,0,1,1.0,24.0,11.0,13.0,0.667,14.67,13.67,1.0,0.985,0.588
2426,41,10,-9.5,1,46.5,1,1,0.33299999999999996,24.0,20.33,3.67,0.667,16.0,25.67,-9.67,0.72,0.066
2427,20,3,-2.0,0,40.0,0,0,0.33299999999999996,19.0,16.33,2.67,0.667,24.0,19.0,5.0,0.692,0.789
2428,20,26,-6.5,0,43.5,1,1,0.667,26.0,14.0,12.0,0.33299999999999996,20.33,21.67,-1.34,0.968,0.411
2429,14,41,-1.0,1,48.0,1,0,0.667,17.33,17.0,0.33,0.667,30.0,27.33,2.67,0.525,0.638
2430,30,20,-7.0,0,45.5,1,0,0.5,14.5,29.5,-15.0,0.75,19.75,18.0,1.75,0.017,0.624
2431,31,17,-8.0,1,39.5,1,1,0.75,15.25,13.75,1.5,0.5,21.75,21.25,0.5,0.628,0.533
2432,26,36,-2.5,0,41.5,1,1,0.0,15.25,31.25,-16.0,0.5,17.75,27.75,-10.0,0.016,0.072
2433,6,23,-3.0,0,33.0,0,1,0.0,11.5,21.75,-10.25,0.75,17.25,17.0,0.25,0.034,0.519
2434,21,24,-7.0,0,38.5,1,1,0.5,19.75,19.5,0.25,0.667,16.67,19.67,-3.0,0.518,0.291
2435,10,20,-3.0,1,41.5,0,0,0.25,17.0,19.25,-2.25,0.75,23.25,15.0,8.25,0.339,0.916
2436,27,34,-7.0,0,43.0,1,1,0.33299999999999996,18.0,17.67,0.33,0.5,24.5,17.0,7.5,0.525,0.885
2437,44,6,-3.0,1,42.5,1,1,0.0,20.5,26.5,-6.0,0.5,19.25,13.0,6.25,0.185,0.885
2438,10,34,-3.0,0,48.5,0,1,0.75,27.0,25.5,1.5,0.5,18.0,22.0,-4.0,0.584,0.248
2439,19,9,-7.5,1,46.5,0,1,0.5,29.25,23.0,6.25,1.0,22.67,12.67,10.0,0.806,0.957
2440,35,27,-7.0,0,44.0,1,0,0.25,19.0,26.75,-7.75,0.5,28.25,17.75,10.5,0.123,0.935
2441,24,27,-3.0,0,38.5,1,1,0.0,13.0,25.75,-12.75,0.5,23.75,19.75,4.0,0.023,0.74
2442,16,13,-3.0,0,45.5,0,0,0.5,18.25,19.75,-1.5,0.75,26.5,18.25,8.25,0.394,0.893
2443,29,20,-4.5,1,40.0,1,1,0.75,26.5,15.25,11.25,0.33299999999999996,14.33,12.67,1.66,0.957,0.648
2444,20,23,-6.0,0,38.0,1,1,0.8,18.4,14.8,3.6,0.5,18.75,19.25,-0.5,0.758,0.464
2445,20,24,-3.5,1,43.0,1,0,0.4,20.8,23.2,-2.4,0.8,27.0,16.2,10.8,0.35,0.947
2446,20,23,-3.0,0,44.0,0,1,0.6,23.8,17.8,6.0,0.5,16.5,23.0,-6.5,0.835,0.138
2447,35,31,-4.5,0,46.0,1,1,0.6,23.6,27.2,-3.6,0.75,19.25,14.25,5.0,0.302,0.83
2448,24,21,-1.5,1,44.0,1,1,0.25,15.75,16.75,-1.0,0.25,20.25,21.75,-1.5,0.42,0.401
2449,23,20,-3.0,1,44.5,0,1,0.75,32.75,24.0,8.75,0.8,18.4,14.4,4.0,0.868,0.783
2450,28,20,-10.0,0,45.5,1,1,0.6,21.2,19.6,1.6,0.2,25.2,22.4,2.8,0.607,0.664
2451,31,17,-1.5,1,43.0,1,1,0.6,24.4,20.6,3.8,0.8,22.6,14.0,8.6,0.724,0.93
2452,28,10,-14.0,1,37.5,1,1,0.75,21.5,12.5,9.0,0.2,15.6,19.4,-3.8,0.946,0.238
2453,17,9,-7.0,1,41.0,0,1,0.0,15.2,26.0,-10.8,0.4,22.2,26.8,-4.6,0.048,0.25
2454,20,17,-8.5,0,45.0,0,0,0.4,16.6,19.2,-2.6,0.4,28.0,21.2,6.8,0.314,0.836
2455,6,31,-5.5,1,44.0,0,0,0.75,18.5,20.0,-1.5,0.6,19.8,20.4,-0.6,0.395,0.459
2456,24,27,-3.0,1,45.0,1,0,0.6,17.8,18.4,-0.6,0.6,27.2,20.2,7.0,0.455,0.848
2457,3,30,-3.0,1,43.5,0,0,0.6,21.4,27.4,-6.0,0.6,26.4,19.0,7.4,0.191,0.868
2458,39,32,-3.5,1,43.0,1,1,0.667,21.67,16.83,4.84,0.4,20.0,20.4,-0.4,0.8,0.473
2459,37,34,-12.5,0,40.0,1,1,0.667,18.67,15.83,2.84,0.0,17.4,32.2,-14.8,0.706,0.026
2460,23,20,-2.5,0,35.5,1,0,0.0,10.4,22.0,-11.6,0.16699999999999998,15.5,23.17,-7.67,0.02,0.099
2461,14,17,-3.0,0,40.0,0,1,0.667,18.67,16.17,2.5,0.5,18.83,19.83,-1.0,0.683,0.43
2462,14,59,-7.0,0,43.0,1,1,0.33299999999999996,20.67,23.33,-2.66,0.33299999999999996,20.0,25.17,-5.17,0.335,0.212
2463,28,24,-2.5,1,44.5,1,1,0.5,23.17,18.67,4.5,0.4,17.4,17.6,-0.2,0.77,0.485
2464,42,20,-9.0,1,39.0,1,1,0.6,21.6,18.4,3.2,0.5,18.33,27.83,-9.5,0.708,0.083
2465,22,23,-3.0,0,40.5,1,0,0.6,17.8,22.4,-4.6,0.8,22.8,12.0,10.8,0.219,0.968
2466,17,30,-12.5,0,44.0,1,1,0.667,21.67,18.0,3.67,0.16699999999999998,14.67,20.83,-6.16,0.736,0.133
2467,20,23,-1.5,0,49.5,0,1,0.33299999999999996,26.17,21.0,5.17,0.8,30.8,23.2,7.6,0.781,0.845
2468,22,10,-6.5,1,40.5,0,1,0.6,19.6,19.4,0.2,0.6,17.6,27.6,-10.0,0.514,0.071
2469,18,17,-3.0,0,39.0,0,1,0.6,16.0,22.2,-6.2,0.5,17.17,18.83,-1.66,0.143,0.378
2470,37,19,-3.0,1,42.0,1,1,0.667,27.0,16.33,10.67,0.667,25.5,20.0,5.5,0.945,0.801
2471,35,41,-3.5,0,45.5,1,1,0.2,20.4,22.2,-1.8,0.667,22.33,19.67,2.66,0.383,0.671
2472,35,38,-3.0,0,38.0,1,1,0.5,16.33,26.67,-10.34,0.667,16.33,21.33,-5.0,0.059,0.189
2473,14,22,-1.0,0,44.0,0,1,0.33299999999999996,22.0,23.5,-1.5,0.5,18.5,22.5,-4.0,0.407,0.252
2474,17,35,-6.5,0,44.0,1,1,0.16699999999999998,22.83,25.33,-2.5,0.429,18.57,29.86,-11.29,0.353,0.059
2475,37,25,-3.0,1,45.0,1,1,0.16699999999999998,24.33,23.33,1.0,0.5710000000000001,18.57,19.0,-0.43,0.561,0.469
2476,13,10,-7.0,0,46.0,0,1,0.667,25.0,18.67,6.33,0.0,20.17,33.0,-12.83,0.839,0.05
2477,28,18,-5.5,1,45.0,1,1,0.833,29.5,22.67,6.83,0.33299999999999996,18.5,19.33,-0.83,0.827,0.44
2478,20,10,-1.0,1,45.5,0,1,0.5710000000000001,21.0,19.71,1.29,0.833,22.83,13.67,9.16,0.587,0.941
2479,0,9,-6.0,0,42.0,0,1,0.833,26.5,16.83,9.67,0.5710000000000001,23.86,19.43,4.43,0.929,0.761
2480,33,3,-2.0,1,40.5,0,1,0.429,25.57,23.57,2.0,0.667,20.0,17.83,2.17,0.617,0.652
2481,33,25,-6.0,1,45.0,1,1,0.28600000000000003,25.29,21.29,4.0,0.7140000000000001,28.43,16.71,11.72,0.729,0.954
2482,24,16,-2.5,1,41.5,0,1,0.14300000000000002,16.14,23.14,-7.0,0.28600000000000003,19.71,28.43,-8.72,0.121,0.106
2483,20,10,-2.5,1,37.0,0,1,0.429,17.14,18.71,-1.57,0.16699999999999998,12.5,21.67,-9.17,0.384,0.051
2484,30,17,-5.5,1,51.0,0,1,0.667,27.17,20.83,6.34,0.667,25.5,27.83,-2.33,0.824,0.372
2485,27,21,-9.0,0,45.5,1,1,0.7140000000000001,24.14,19.0,5.14,0.7140000000000001,19.43,23.29,-3.86,0.794,0.265
2486,26,10,-5.0,1,41.0,0,1,0.7140000000000001,21.29,18.43,2.86,0.5710000000000001,19.0,21.29,-2.29,0.689,0.347
2487,19,22,-3.0,1,41.5,0,0,0.0,18.71,30.14,-11.43,0.5710000000000001,18.0,16.29,1.71,0.058,0.629
2488,3,34,-6.5,1,40.5,0,0,0.14300000000000002,12.14,21.43,-9.29,0.625,20.88,18.5,2.38,0.048,0.661
2489,34,14,-4.0,0,43.5,1,0,0.28600000000000003,16.86,20.29,-3.43,0.857,29.29,22.0,7.29,0.268,0.844
2490,20,23,-5.5,0,42.0,1,0,0.28600000000000003,26.14,23.57,2.57,0.7140000000000001,22.71,15.71,7.0,0.647,0.883
2491,45,7,-7.0,1,45.5,1,1,0.625,22.0,17.0,5.0,0.14300000000000002,22.0,26.71,-4.71,0.805,0.244
2492,23,29,-3.0,1,49.5,1,0,0.5710000000000001,24.29,28.14,-3.85,0.375,26.25,21.75,4.5,0.294,0.749
2493,27,24,-7.5,0,42.5,1,1,0.28600000000000003,18.43,20.57,-2.14,0.429,19.0,28.29,-9.29,0.354,0.091
2494,23,20,0.0,0,41.0,1,0,0.5,26.5,21.0,5.5,0.7140000000000001,23.29,17.43,5.86,0.794,0.834
2495,26,24,-3.0,0,47.0,1,1,0.5710000000000001,24.57,22.43,2.14,0.7140000000000001,27.57,20.29,7.28,0.629,0.856
2496,7,41,-7.5,1,40.5,1,0,0.5710000000000001,17.57,20.0,-2.43,0.7140000000000001,25.0,21.86,3.14,0.331,0.685
2497,21,27,-5.5,1,41.5,1,0,0.28600000000000003,20.86,23.29,-2.43,0.7140000000000001,21.0,14.57,6.43,0.348,0.876
2498,26,21,-1.0,1,44.0,1,1,0.75,24.5,19.25,5.25,0.75,21.88,17.38,4.5,0.797,0.78
2499,18,36,-4.0,0,41.5,1,1,0.375,19.62,28.12,-8.5,0.5,16.25,22.62,-6.37,0.11,0.14
2500,14,12,-1.5,1,45.0,0,1,0.0,18.75,29.12,-10.37,0.25,25.38,23.5,1.88,0.072,0.61
2501,27,13,-1.0,0,41.5,0,0,0.625,18.5,16.62,1.88,0.375,19.5,21.0,-1.5,0.639,0.399
2502,20,26,-3.5,1,37.0,1,0,0.375,19.0,19.5,-0.5,0.75,22.75,16.25,6.5,0.464,0.864
2503,49,29,-1.0,0,44.5,1,0,0.25,19.25,27.88,-8.63,0.625,22.88,18.12,4.76,0.105,0.786
2504,23,17,-7.0,0,47.0,0,1,0.625,27.12,21.0,6.12,0.25,20.88,23.75,-2.87,0.815,0.324
2505,31,24,0.0,0,48.5,1,0,0.5,20.62,28.25,-7.63,0.5,24.12,28.25,-4.13,0.137,0.281
2506,29,17,-1.0,1,43.0,1,1,0.5,17.88,21.88,-4.0,0.625,28.0,18.75,9.25,0.247,0.91
2507,20,33,-12.5,0,46.5,1,1,0.75,27.0,20.0,7.0,0.125,20.12,29.0,-8.88,0.85,0.106
2508,26,39,-4.5,0,45.0,1,1,0.75,21.75,15.38,6.37,0.75,27.38,23.5,3.88,0.867,0.711
2509,23,20,-4.5,0,39.0,1,1,0.25,17.12,22.25,-5.13,0.5,17.5,17.62,-0.12,0.191,0.491
2510,31,16,-7.0,1,37.0,1,1,0.625,19.62,23.75,-4.13,0.125,11.0,23.0,-12.0,0.253,0.02
2511,28,59,-3.5,1,43.5,1,0,0.5,19.38,21.25,-1.87,0.625,24.75,22.62,2.13,0.375,0.627
2512,0,16,-2.0,0,40.0,0,1,0.556,19.11,21.33,-2.22,0.667,19.44,16.22,3.22,0.352,0.725
2513,13,37,-13.5,1,37.0,1,0,0.111,11.56,23.89,-12.33,0.667,21.78,18.33,3.45,0.02,0.722
2514,31,49,-4.0,0,41.0,1,1,0.222,20.44,23.67,-3.23,0.111,18.22,27.22,-9.0,0.303,0.091
2515,35,19,-7.0,1,44.5,1,1,0.222,21.56,28.0,-6.44,0.222,23.89,22.44,1.45,0.178,0.589
2516,24,20,-2.5,1,43.0,1,1,0.556,21.78,27.78,-6.0,0.33299999999999996,19.11,20.22,-1.11,0.194,0.423
2517,31,13,-7.0,1,45.0,0,1,0.556,23.56,21.56,2.0,0.33299999999999996,19.44,29.0,-9.56,0.624,0.089
2518,3,31,-3.0,1,45.0,0,0,0.33299999999999996,18.78,21.67,-2.89,0.667,24.56,15.89,8.67,0.311,0.918
2519,31,28,-4.5,0,50.0,1,1,0.778,28.67,23.78,4.89,0.667,26.67,20.56,6.11,0.752,0.818
2520,34,19,-11.0,1,45.0,1,1,0.667,22.33,16.78,5.55,0.556,18.44,22.11,-3.67,0.828,0.267
2521,30,27,-6.5,0,46.0,1,1,0.778,23.11,16.67,6.44,0.444,24.11,28.56,-4.45,0.859,0.268
2522,27,17,-3.5,1,48.0,0,1,0.667,28.56,23.22,5.34,0.667,26.22,21.44,4.78,0.773,0.763
2523,35,3,-7.0,1,41.0,0,1,0.667,22.22,18.0,4.22,0.556,26.11,20.89,5.22,0.763,0.784
2524,0,21,-3.5,0,41.5,0,1,0.33299999999999996,17.78,22.0,-4.22,0.667,20.89,22.89,-2.0,0.236,0.373
2525,17,34,-3.5,1,43.5,1,0,0.444,17.78,18.22,-0.44,0.778,24.67,19.44,5.23,0.467,0.795
2526,16,19,-7.0,0,44.5,0,1,0.556,26.78,19.89,6.89,0.444,20.33,25.44,-5.11,0.847,0.217
2527,35,14,-9.0,1,50.0,0,1,0.444,26.56,21.89,4.67,0.33299999999999996,22.56,28.0,-5.44,0.755,0.219
2528,27,30,-4.5,0,49.0,1,0,0.3,22.9,27.1,-4.2,0.7,23.5,17.0,6.5,0.271,0.858
2529,24,45,-7.5,1,50.5,1,0,0.2,23.4,23.7,-0.3,0.8,28.9,24.2,4.7,0.482,0.742
2530,26,10,-9.5,1,43.5,0,1,0.8,23.8,17.7,6.1,0.2,21.5,26.2,-4.7,0.84,0.241
2531,20,17,-2.0,1,48.0,0,1,0.8,25.6,19.2,6.4,0.7,25.2,14.6,10.6,0.838,0.953
2532,17,10,-7.5,0,41.5,0,1,0.7,23.3,17.8,5.5,0.7,20.9,20.6,0.3,0.818,0.52
2533,16,19,-7.0,0,44.0,0,0,0.2,21.3,27.6,-6.3,0.7,23.5,16.5,7.0,0.181,0.876
2534,31,26,-3.5,0,43.0,1,0,0.7,19.1,14.6,4.5,0.7,28.4,22.6,5.8,0.805,0.794
2535,24,23,-7.5,0,37.5,1,1,0.3,19.2,20.6,-1.4,0.1,11.7,25.2,-13.5,0.404,0.015
2536,33,36,-3.0,0,45.0,1,1,0.3,21.7,28.7,-7.0,0.4,17.7,19.8,-2.1,0.162,0.352
2537,20,0,-5.0,1,46.5,0,1,0.4,24.4,28.7,-4.3,0.5,25.7,19.8,5.9,0.275,0.817
2538,14,36,-2.0,0,51.0,0,1,0.6,26.8,21.6,5.2,0.5,27.4,21.1,6.3,0.778,0.821
2539,24,20,-7.5,0,44.0,0,1,0.6,25.3,22.0,3.3,0.6,22.0,27.0,-5.0,0.692,0.232
2540,17,33,-3.0,0,38.0,1,1,0.5,23.8,22.3,1.5,0.5,17.2,20.8,-3.6,0.592,0.262
2541,24,42,-2.0,1,45.0,1,0,0.5,18.5,23.3,-4.8,0.6,24.3,20.7,3.6,0.216,0.714
2542,13,17,-2.5,1,44.0,0,0,0.5,20.2,24.5,-4.3,0.3,17.2,22.6,-5.4,0.25,0.181
2543,6,27,-2.0,1,42.0,0,0,0.3,18.8,29.2,-10.4,0.3,16.0,21.9,-5.9,0.072,0.153
2544,34,24,-8.0,1,49.5,1,1,0.636,28.18,23.36,4.82,0.455,24.0,26.09,-2.09,0.752,0.38
2545,6,19,-3.5,1,44.0,0,0,0.273,17.64,29.0,-11.36,0.455,19.36,21.0,-1.64,0.054,0.389
2546,10,13,-3.0,0,39.0,0,1,0.727,22.73,17.09,5.64,0.727,23.09,16.45,6.64,0.829,0.866
2547,30,34,-7.0,0,45.5,1,0,0.182,20.45,26.18,-5.73,0.727,24.09,17.91,6.18,0.194,0.841
2548,20,24,-5.5,0,43.5,1,0,0.182,23.45,25.64,-2.19,0.727,20.18,15.64,4.54,0.373,0.797
2549,34,16,-9.0,1,41.0,1,1,0.636,24.45,15.09,9.36,0.364,17.0,20.45,-3.45,0.935,0.268
2550,35,38,-5.5,0,48.0,1,1,0.545,25.64,22.91,2.73,0.273,23.27,27.36,-4.09,0.658,0.278
2551,10,6,-8.0,0,48.5,0,1,0.636,25.91,21.0,4.91,0.273,22.73,29.36,-6.63,0.771,0.18
2552,10,13,-6.0,0,43.5,0,1,0.545,18.64,20.45,-1.81,0.364,19.64,20.82,-1.18,0.375,0.42
2553,38,14,-5.0,1,44.0,1,1,0.364,17.18,21.73,-4.55,0.182,20.82,26.82,-6.0,0.216,0.187
2554,31,7,-7.5,1,43.0,0,1,0.636,25.18,21.82,3.36,0.455,19.55,23.82,-4.27,0.696,0.247
2555,13,28,-13.0,0,44.5,0,1,0.545,28.18,20.45,7.73,0.455,23.18,23.27,-0.09,0.866,0.494
2556,31,14,-5.0,1,40.0,1,1,0.455,19.0,25.0,-6.0,0.091,12.73,25.09,-12.36,0.174,0.024
2557,24,28,-3.0,1,43.5,1,0,0.636,19.91,20.27,-0.36,0.818,25.09,19.0,6.09,0.475,0.829
2558,6,17,-3.0,0,43.5,0,1,0.455,23.36,19.82,3.54,0.545,21.82,26.73,-4.91,0.717,0.235
2559,45,3,-4.0,1,44.5,1,1,0.818,30.36,24.18,6.18,0.818,24.0,17.0,7.0,0.797,0.872
